,"strain","sample_title","organism","isolate","host","isolation_source","collection_date","year","county","province","host_tissue_sampled","country","status","clade","BioSample","BioProject","id","AssemblyAccession","BioSampleAccn","BioSampleId","SubmitterOrganization","geo_loc_name","region","species","ST"
"SRR12674145","NZ_Z0056",,,,,,,,,,,"New Zealand",,,"SAMN16219071","PRJNA664415",,,,,,,"Oceania",,
"SRR12674146","NZ_Z0055",,,,,,,,,,,"New Zealand",,,"SAMN16219070","PRJNA664415",,,,,,,"Oceania",,
"SRR12674147","NZ_Z0054",,,,,,,,,,,"New Zealand",,,"SAMN16219069","PRJNA664415",,,,,,,"Oceania",,
"SRR12674148","NZ_Z0053",,,,,,,,,,,"New Zealand",,,"SAMN16219068","PRJNA664415",,,,,,,"Oceania",,
"SRR12674149","NZ_Z0052",,,,,,,,,,,"New Zealand",,,"SAMN16219067","PRJNA664415",,,,,,,"Oceania",,
"SRR12674150","NZ_Z0051",,,,,,,,,,,"New Zealand",,,"SAMN16219066","PRJNA664415",,,,,,,"Oceania",,
"SRR12674151","NZ_E0050",,,,,,,,,,,"New Zealand",,,"SAMN16219065","PRJNA664415",,,,,,,"Oceania",,
"SRR12674152","NZ_S0174",,,,,,,,,,,"New Zealand",,,"SAMN16218939","PRJNA664415",,,,,,,"Oceania",,
"SRR12674153","NZ_E0049",,,,,,,,,,,"New Zealand",,,"SAMN16219064","PRJNA664415",,,,,,,"Oceania",,
"SRR12674154","NZ_E0048",,,,,,,,,,,"New Zealand",,,"SAMN16219063","PRJNA664415",,,,,,,"Oceania",,
"SRR12674155","NZ_E0047",,,,,,,,,,,"New Zealand",,,"SAMN16219062","PRJNA664415",,,,,,,"Oceania",,
"SRR12674156","NZ_E0046",,,,,,,,,,,"New Zealand",,,"SAMN16219061","PRJNA664415",,,,,,,"Oceania",,
"SRR12674157","NZ_E0045",,,,,,,,,,,"New Zealand",,,"SAMN16219060","PRJNA664415",,,,,,,"Oceania",,
"SRR12674158","NZ_E0044",,,,,,,,,,,"New Zealand",,,"SAMN16219059","PRJNA664415",,,,,,,"Oceania",,
"SRR12674159","NZ_E0043",,,,,,,,,,,"New Zealand",,,"SAMN16219058","PRJNA664415",,,,,,,"Oceania",,
"SRR12674160","NZ_E0042",,,,,,,,,,,"New Zealand",,,"SAMN16219057","PRJNA664415",,,,,,,"Oceania",,
"SRR12674161","NZ_E0041",,,,,,,,,,,"New Zealand",,,"SAMN16219056","PRJNA664415",,,,,,,"Oceania",,
"SRR12674177","NZ_E0027",,,,,,,,,,,"New Zealand",,,"SAMN16219042","PRJNA664415",,,,,,,"Oceania",,
"SRR12674178","NZ_E0026",,,,,,,,,,,"New Zealand",,,"SAMN16219041","PRJNA664415",,,,,,,"Oceania",,
"SRR12674179","NZ_E0025",,,,,,,,,,,"New Zealand",,,"SAMN16219040","PRJNA664415",,,,,,,"Oceania",,
"SRR12674180","NZ_E0024",,,,,,,,,,,"New Zealand",,,"SAMN16219039","PRJNA664415",,,,,,,"Oceania",,
"SRR12674181","NZ_E0023",,,,,,,,,,,"New Zealand",,,"SAMN16219038","PRJNA664415",,,,,,,"Oceania",,
"SRR12674182","NZ_E0022",,,,,,,,,,,"New Zealand",,,"SAMN16219037","PRJNA664415",,,,,,,"Oceania",,
"SRR12674183","NZ_E0021",,,,,,,,,,,"New Zealand",,,"SAMN16219036","PRJNA664415",,,,,,,"Oceania",,
"SRR12674184","NZ_E0020",,,,,,,,,,,"New Zealand",,,"SAMN16219035","PRJNA664415",,,,,,,"Oceania",,
"SRR12674194","NZ_E0011",,,,,,,,,,,"New Zealand",,,"SAMN16219026","PRJNA664415",,,,,,,"Oceania",,
"SRR12674195","NZ_E0010",,,,,,,,,,,"New Zealand",,,"SAMN16219025","PRJNA664415",,,,,,,"Oceania",,
"SRR12674196","NZ_S0170",,,,,,,,,,,"New Zealand",,,"SAMN16218935","PRJNA664415",,,,,,,"Oceania",,
"SRR12674197","NZ_S0161",,,,,,,,,,,"New Zealand",,,"SAMN16218926","PRJNA664415",,,,,,,"Oceania",,
"SRR12674198","NZ_S0160",,,,,,,,,,,"New Zealand",,,"SAMN16218925","PRJNA664415",,,,,,,"Oceania",,
"SRR12673054","NZ_K0004",,,,,,,,,,,"New Zealand",,,"SAMN16213939","PRJNA664415",,,,,,,"Oceania",,
"SRR12673058","NZ_B0020",,,,,,,,,,,"New Zealand",,,"SAMN16213855","PRJNA664415",,,,,,,"Oceania",,
"SRR12673067","NZ_M0042",,,,,,,,,,,"New Zealand",,,"SAMN16213927","PRJNA664415",,,,,,,"Oceania",,
"SRR12673068","NZ_M0041",,,,,,,,,,,"New Zealand",,,"SAMN16213926","PRJNA664415",,,,,,,"Oceania",,
"SRR12673069","NZ_B0019",,,,,,,,,,,"New Zealand",,,"SAMN16213854","PRJNA664415",,,,,,,"Oceania",,
"SRR12673070","NZ_M0040",,,,,,,,,,,"New Zealand",,,"SAMN16213925","PRJNA664415",,,,,,,"Oceania",,
"SRR12673071","NZ_M0039",,,,,,,,,,,"New Zealand",,,"SAMN16213924","PRJNA664415",,,,,,,"Oceania",,
"SRR12673075","NZ_M0035",,,,,,,,,,,"New Zealand",,,"SAMN16213920","PRJNA664415",,,,,,,"Oceania",,
"SRR12673083","NZ_B0034",,,,,,,,,,,"New Zealand",,,"SAMN16213869","PRJNA664415",,,,,,,"Oceania",,
"SRR12673086","NZ_B0031",,,,,,,,,,,"New Zealand",,,"SAMN16213866","PRJNA664415",,,,,,,"Oceania",,
"SRR12673091","NZ_B0027",,,,,,,,,,,"New Zealand",,,"SAMN16213862","PRJNA664415",,,,,,,"Oceania",,
"SRR12673097","NZ_S0055",,,,,,,,,,,"New Zealand",,,"SAMN16213990","PRJNA664415",,,,,,,"Oceania",,
"SRR12673101","NZ_S0051",,,,,,,,,,,"New Zealand",,,"SAMN16213986","PRJNA664415",,,,,,,"Oceania",,
"SRR12673103","NZ_K0050",,,,,,,,,,,"New Zealand",,,"SAMN16213985","PRJNA664415",,,,,,,"Oceania",,
"SRR12673105","NZ_K0048",,,,,,,,,,,"New Zealand",,,"SAMN16213983","PRJNA664415",,,,,,,"Oceania",,
"SRR12673106","NZ_K0047",,,,,,,,,,,"New Zealand",,,"SAMN16213982","PRJNA664415",,,,,,,"Oceania",,
"SRR12673107","NZ_K0046",,,,,,,,,,,"New Zealand",,,"SAMN16213981","PRJNA664415",,,,,,,"Oceania",,
"SRR12673108","NZ_K0045",,,,,,,,,,,"New Zealand",,,"SAMN16213980","PRJNA664415",,,,,,,"Oceania",,
"SRR12673109","NZ_K0044",,,,,,,,,,,"New Zealand",,,"SAMN16213979","PRJNA664415",,,,,,,"Oceania",,
"SRR12673111","NZ_K0042",,,,,,,,,,,"New Zealand",,,"SAMN16213977","PRJNA664415",,,,,,,"Oceania",,
"SRR12673113","NZ_B0024",,,,,,,,,,,"New Zealand",,,"SAMN16213859","PRJNA664415",,,,,,,"Oceania",,
"SRR12673115","NZ_K0039",,,,,,,,,,,"New Zealand",,,"SAMN16213974","PRJNA664415",,,,,,,"Oceania",,
"SRR12673120","NZ_K0034",,,,,,,,,,,"New Zealand",,,"SAMN16213969","PRJNA664415",,,,,,,"Oceania",,
"SRR12673127","NZ_K0028",,,,,,,,,,,"New Zealand",,,"SAMN16213963","PRJNA664415",,,,,,,"Oceania",,
"SRR12673128","NZ_K0027",,,,,,,,,,,"New Zealand",,,"SAMN16213962","PRJNA664415",,,,,,,"Oceania",,
"SRR12673129","NZ_K0026",,,,,,,,,,,"New Zealand",,,"SAMN16213961","PRJNA664415",,,,,,,"Oceania",,
"SRR12673134","NZ_K0021",,,,,,,,,,,"New Zealand",,,"SAMN16213956","PRJNA664415",,,,,,,"Oceania",,
"SRR12673137","NZ_K0019",,,,,,,,,,,"New Zealand",,,"SAMN16213954","PRJNA664415",,,,,,,"Oceania",,
"SRR12673138","NZ_K0018",,,,,,,,,,,"New Zealand",,,"SAMN16213953","PRJNA664415",,,,,,,"Oceania",,
"SRR12673139","NZ_K0017",,,,,,,,,,,"New Zealand",,,"SAMN16213952","PRJNA664415",,,,,,,"Oceania",,
"SRR12673141","NZ_K0015",,,,,,,,,,,"New Zealand",,,"SAMN16213950","PRJNA664415",,,,,,,"Oceania",,
"SRR12673146","NZ_B0021",,,,,,,,,,,"New Zealand",,,"SAMN16213856","PRJNA664415",,,,,,,"Oceania",,
"SRR12673150","NZ_M0032",,,,,,,,,,,"New Zealand",,,"SAMN16213917","PRJNA664415",,,,,,,"Oceania",,
"SRR12673156","NZ_M0027",,,,,,,,,,,"New Zealand",,,"SAMN16213912","PRJNA664415",,,,,,,"Oceania",,
"SRR12673158","NZ_M0025",,,,,,,,,,,"New Zealand",,,"SAMN16213910","PRJNA664415",,,,,,,"Oceania",,
"SRR12673159","NZ_M0024",,,,,,,,,,,"New Zealand",,,"SAMN16213909","PRJNA664415",,,,,,,"Oceania",,
"SRR12673160","NZ_M0023",,,,,,,,,,,"New Zealand",,,"SAMN16213908","PRJNA664415",,,,,,,"Oceania",,
"SRR12673161","NZ_M0022",,,,,,,,,,,"New Zealand",,,"SAMN16213907","PRJNA664415",,,,,,,"Oceania",,
"SRR12673165","NZ_M0019",,,,,,,,,,,"New Zealand",,,"SAMN16213904","PRJNA664415",,,,,,,"Oceania",,
"SRR12673166","NZ_M0018",,,,,,,,,,,"New Zealand",,,"SAMN16213903","PRJNA664415",,,,,,,"Oceania",,
"SRR12673170","NZ_M0014",,,,,,,,,,,"New Zealand",,,"SAMN16213899","PRJNA664415",,,,,,,"Oceania",,
"SRR12673172","NZ_M0012",,,,,,,,,,,"New Zealand",,,"SAMN16213897","PRJNA664415",,,,,,,"Oceania",,
"SRR12673174","NZ_K0009",,,,,,,,,,,"New Zealand",,,"SAMN16213944","PRJNA664415",,,,,,,"Oceania",,
"SRR12673175","NZ_K0008",,,,,,,,,,,"New Zealand",,,"SAMN16213943","PRJNA664415",,,,,,,"Oceania",,
"SRR12673176","NZ_K0007",,,,,,,,,,,"New Zealand",,,"SAMN16213942","PRJNA664415",,,,,,,"Oceania",,
"SRR12673177","NZ_K0006",,,,,,,,,,,"New Zealand",,,"SAMN16213941","PRJNA664415",,,,,,,"Oceania",,
"SRR12673178","NZ_M0011",,,,,,,,,,,"New Zealand",,,"SAMN16213896","PRJNA664415",,,,,,,"Oceania",,
"SRR12673179","NZ_B0016",,,,,,,,,,,"New Zealand",,,"SAMN16213851","PRJNA664415",,,,,,,"Oceania",,
"SRR12673183","NZ_M0007",,,,,,,,,,,"New Zealand",,,"SAMN16213892","PRJNA664415",,,,,,,"Oceania",,
"SRR12673189","NZ_M0001",,,,,,,,,,,"New Zealand",,,"SAMN16213886","PRJNA664415",,,,,,,"Oceania",,
"SRR12673190","NZ_B0015",,,,,,,,,,,"New Zealand",,,"SAMN16213850","PRJNA664415",,,,,,,"Oceania",,
"SRR12673191","NZ_B0050",,,,,,,,,,,"New Zealand",,,"SAMN16213885","PRJNA664415",,,,,,,"Oceania",,
"SRR12673193","NZ_B0048",,,,,,,,,,,"New Zealand",,,"SAMN16213883","PRJNA664415",,,,,,,"Oceania",,
"SRR12673195","NZ_B0046",,,,,,,,,,,"New Zealand",,,"SAMN16213881","PRJNA664415",,,,,,,"Oceania",,
"SRR12673196","NZ_B0045",,,,,,,,,,,"New Zealand",,,"SAMN16213880","PRJNA664415",,,,,,,"Oceania",,
"SRR12673197","NZ_B0044",,,,,,,,,,,"New Zealand",,,"SAMN16213879","PRJNA664415",,,,,,,"Oceania",,
"SRR12673200","NZ_B0041",,,,,,,,,,,"New Zealand",,,"SAMN16213876","PRJNA664415",,,,,,,"Oceania",,
"SRR12673201","NZ_B0014",,,,,,,,,,,"New Zealand",,,"SAMN16213849","PRJNA664415",,,,,,,"Oceania",,
"SRR12673773","NZ_P0009",,,,,,,,,,,"New Zealand",,,"SAMN16218702","PRJNA664415",,,,,,,"Oceania",,
"SRR12673774","NZ_P0008",,,,,,,,,,,"New Zealand",,,"SAMN16218701","PRJNA664415",,,,,,,"Oceania",,
"SRR12673775","NZ_P0007",,,,,,,,,,,"New Zealand",,,"SAMN16218700","PRJNA664415",,,,,,,"Oceania",,
"SRR12673776","NZ_P0006",,,,,,,,,,,"New Zealand",,,"SAMN16218699","PRJNA664415",,,,,,,"Oceania",,
"SRR12673784","NZ_M0113",,,,,,,,,,,"New Zealand",,,"SAMN16218692","PRJNA664415",,,,,,,"Oceania",,
"SRR12673785","NZ_M0112",,,,,,,,,,,"New Zealand",,,"SAMN16218691","PRJNA664415",,,,,,,"Oceania",,
"SRR12673786","NZ_M0111",,,,,,,,,,,"New Zealand",,,"SAMN16218690","PRJNA664415",,,,,,,"Oceania",,
"SRR12673794","NZ_SC056",,,,,,,,,,,"New Zealand",,,"SAMN16218611","PRJNA664415",,,,,,,"Oceania",,
"SRR12673795","NZ_M0103",,,,,,,,,,,"New Zealand",,,"SAMN16218682","PRJNA664415",,,,,,,"Oceania",,
"SRR12673796","NZ_M0102",,,,,,,,,,,"New Zealand",,,"SAMN16218681","PRJNA664415",,,,,,,"Oceania",,
"SRR12673801","NZ_M0097",,,,,,,,,,,"New Zealand",,,"SAMN16218676","PRJNA664415",,,,,,,"Oceania",,
"SRR12673802","NZ_M0096",,,,,,,,,,,"New Zealand",,,"SAMN16218675","PRJNA664415",,,,,,,"Oceania",,
"SRR12673803","NZ_M0095",,,,,,,,,,,"New Zealand",,,"SAMN16218674","PRJNA664415",,,,,,,"Oceania",,
"SRR12673804","NZ_M0094",,,,,,,,,,,"New Zealand",,,"SAMN16218673","PRJNA664415",,,,,,,"Oceania",,
"SRR12673805","NZ_SD055",,,,,,,,,,,"New Zealand",,,"SAMN16218610","PRJNA664415",,,,,,,"Oceania",,
"SRR12673806","NZ_M0093",,,,,,,,,,,"New Zealand",,,"SAMN16218672","PRJNA664415",,,,,,,"Oceania",,
"SRR12673807","NZ_M0092",,,,,,,,,,,"New Zealand",,,"SAMN16218671","PRJNA664415",,,,,,,"Oceania",,
"SRR12673811","NZ_M0088",,,,,,,,,,,"New Zealand",,,"SAMN16218667","PRJNA664415",,,,,,,"Oceania",,
"SRR12673812","NZ_M0087",,,,,,,,,,,"New Zealand",,,"SAMN16218666","PRJNA664415",,,,,,,"Oceania",,
"SRR12673813","NZ_M0086",,,,,,,,,,,"New Zealand",,,"SAMN16218665","PRJNA664415",,,,,,,"Oceania",,
"SRR12673814","NZ_M0085",,,,,,,,,,,"New Zealand",,,"SAMN16218664","PRJNA664415",,,,,,,"Oceania",,
"SRR12673818","NZ_M0082",,,,,,,,,,,"New Zealand",,,"SAMN16218661","PRJNA664415",,,,,,,"Oceania",,
"SRR12673819","NZ_M0081",,,,,,,,,,,"New Zealand",,,"SAMN16218660","PRJNA664415",,,,,,,"Oceania",,
"SRR12673820","NZ_M0080",,,,,,,,,,,"New Zealand",,,"SAMN16218659","PRJNA664415",,,,,,,"Oceania",,
"SRR12673821","NZ_M0079",,,,,,,,,,,"New Zealand",,,"SAMN16218658","PRJNA664415",,,,,,,"Oceania",,
"SRR12673822","NZ_M0078",,,,,,,,,,,"New Zealand",,,"SAMN16218657","PRJNA664415",,,,,,,"Oceania",,
"SRR12673823","NZ_M0077",,,,,,,,,,,"New Zealand",,,"SAMN16218656","PRJNA664415",,,,,,,"Oceania",,
"SRR12673824","NZ_M0076",,,,,,,,,,,"New Zealand",,,"SAMN16218655","PRJNA664415",,,,,,,"Oceania",,
"SRR12673836","NZ_M0065",,,,,,,,,,,"New Zealand",,,"SAMN16218644","PRJNA664415",,,,,,,"Oceania",,
"SRR12673837","NZ_S0064",,,,,,,,,,,"New Zealand",,,"SAMN16218643","PRJNA664415",,,,,,,"Oceania",,
"SRR12673838","NZ_SB056",,,,,,,,,,,"New Zealand",,,"SAMN16218607","PRJNA664415",,,,,,,"Oceania",,
"SRR12673839","NZ_SB063",,,,,,,,,,,"New Zealand",,,"SAMN16218642","PRJNA664415",,,,,,,"Oceania",,
"SRR12673840","NZ_SC062",,,,,,,,,,,"New Zealand",,,"SAMN16218641","PRJNA664415",,,,,,,"Oceania",,
"SRR12673841","NZ_SD061",,,,,,,,,,,"New Zealand",,,"SAMN16218640","PRJNA664415",,,,,,,"Oceania",,
"SRR12673842","NZ_SE060",,,,,,,,,,,"New Zealand",,,"SAMN16218639","PRJNA664415",,,,,,,"Oceania",,
"SRR12673843","NZ_S0063",,,,,,,,,,,"New Zealand",,,"SAMN16218638","PRJNA664415",,,,,,,"Oceania",,
"SRR12673844","NZ_SB062",,,,,,,,,,,"New Zealand",,,"SAMN16218637","PRJNA664415",,,,,,,"Oceania",,
"SRR12673845","NZ_SC061",,,,,,,,,,,"New Zealand",,,"SAMN16218636","PRJNA664415",,,,,,,"Oceania",,
"SRR12673846","NZ_SD060",,,,,,,,,,,"New Zealand",,,"SAMN16218635","PRJNA664415",,,,,,,"Oceania",,
"SRR12673847","NZ_SE059",,,,,,,,,,,"New Zealand",,,"SAMN16218634","PRJNA664415",,,,,,,"Oceania",,
"SRR12673848","NZ_S0062",,,,,,,,,,,"New Zealand",,,"SAMN16218633","PRJNA664415",,,,,,,"Oceania",,
"SRR12673849","NZ_SC055",,,,,,,,,,,"New Zealand",,,"SAMN16218606","PRJNA664415",,,,,,,"Oceania",,
"SRR12673850","NZ_SB061",,,,,,,,,,,"New Zealand",,,"SAMN16218632","PRJNA664415",,,,,,,"Oceania",,
"SRR12673851","NZ_SC060",,,,,,,,,,,"New Zealand",,,"SAMN16218631","PRJNA664415",,,,,,,"Oceania",,
"SRR12673852","NZ_SD059",,,,,,,,,,,"New Zealand",,,"SAMN16218630","PRJNA664415",,,,,,,"Oceania",,
"SRR12673853","NZ_SE058",,,,,,,,,,,"New Zealand",,,"SAMN16218629","PRJNA664415",,,,,,,"Oceania",,
"SRR12673854","NZ_S0061",,,,,,,,,,,"New Zealand",,,"SAMN16218628","PRJNA664415",,,,,,,"Oceania",,
"SRR12673855","NZ_SB060",,,,,,,,,,,"New Zealand",,,"SAMN16218627","PRJNA664415",,,,,,,"Oceania",,
"SRR12673856","NZ_SC059",,,,,,,,,,,"New Zealand",,,"SAMN16218626","PRJNA664415",,,,,,,"Oceania",,
"SRR12673857","NZ_SD058",,,,,,,,,,,"New Zealand",,,"SAMN16218625","PRJNA664415",,,,,,,"Oceania",,
"SRR12673858","NZ_SE057",,,,,,,,,,,"New Zealand",,,"SAMN16218624","PRJNA664415",,,,,,,"Oceania",,
"SRR12673859","NZ_S0060",,,,,,,,,,,"New Zealand",,,"SAMN16218623","PRJNA664415",,,,,,,"Oceania",,
"SRR12673860","NZ_SC054",,,,,,,,,,,"New Zealand",,,"SAMN16218605","PRJNA664415",,,,,,,"Oceania",,
"SRR12673861","NZ_SB059",,,,,,,,,,,"New Zealand",,,"SAMN16218622","PRJNA664415",,,,,,,"Oceania",,
"SRR12673862","NZ_SC058",,,,,,,,,,,"New Zealand",,,"SAMN16218621","PRJNA664415",,,,,,,"Oceania",,
"SRR12673863","NZ_SD057",,,,,,,,,,,"New Zealand",,,"SAMN16218620","PRJNA664415",,,,,,,"Oceania",,
"SRR12673864","NZ_SE056",,,,,,,,,,,"New Zealand",,,"SAMN16218619","PRJNA664415",,,,,,,"Oceania",,
"SRR12673865","NZ_S0059",,,,,,,,,,,"New Zealand",,,"SAMN16218618","PRJNA664415",,,,,,,"Oceania",,
"SRR12673866","NZ_S0159",,,,,,,,,,,"New Zealand",,,"SAMN16218752","PRJNA664415",,,,,,,"Oceania",,
"SRR12673867","NZ_S0158",,,,,,,,,,,"New Zealand",,,"SAMN16218751","PRJNA664415",,,,,,,"Oceania",,
"SRR12673868","NZ_S0157",,,,,,,,,,,"New Zealand",,,"SAMN16218750","PRJNA664415",,,,,,,"Oceania",,
"SRR12673869","NZ_S0156",,,,,,,,,,,"New Zealand",,,"SAMN16218749","PRJNA664415",,,,,,,"Oceania",,
"SRR12673875","NZ_P0050",,,,,,,,,,,"New Zealand",,,"SAMN16218743","PRJNA664415",,,,,,,"Oceania",,
"SRR12673876","NZ_SB058",,,,,,,,,,,"New Zealand",,,"SAMN16218617","PRJNA664415",,,,,,,"Oceania",,
"SRR12673877","NZ_P0049",,,,,,,,,,,"New Zealand",,,"SAMN16218742","PRJNA664415",,,,,,,"Oceania",,
"SRR12673887","NZ_SC057",,,,,,,,,,,"New Zealand",,,"SAMN16218616","PRJNA664415",,,,,,,"Oceania",,
"SRR12673888","NZ_P0039",,,,,,,,,,,"New Zealand",,,"SAMN16218732","PRJNA664415",,,,,,,"Oceania",,
"SRR12673889","NZ_P0038",,,,,,,,,,,"New Zealand",,,"SAMN16218731","PRJNA664415",,,,,,,"Oceania",,
"SRR12673890","NZ_P0037",,,,,,,,,,,"New Zealand",,,"SAMN16218730","PRJNA664415",,,,,,,"Oceania",,
"SRR12673891","NZ_P0036",,,,,,,,,,,"New Zealand",,,"SAMN16218729","PRJNA664415",,,,,,,"Oceania",,
"SRR12673892","NZ_P0035",,,,,,,,,,,"New Zealand",,,"SAMN16218728","PRJNA664415",,,,,,,"Oceania",,
"SRR12673893","NZ_P0034",,,,,,,,,,,"New Zealand",,,"SAMN16218727","PRJNA664415",,,,,,,"Oceania",,
"SRR12673894","NZ_P0033",,,,,,,,,,,"New Zealand",,,"SAMN16218726","PRJNA664415",,,,,,,"Oceania",,
"SRR12673895","NZ_P0032",,,,,,,,,,,"New Zealand",,,"SAMN16218725","PRJNA664415",,,,,,,"Oceania",,
"SRR12673896","NZ_P0031",,,,,,,,,,,"New Zealand",,,"SAMN16218724","PRJNA664415",,,,,,,"Oceania",,
"SRR12673897","NZ_P0030",,,,,,,,,,,"New Zealand",,,"SAMN16218723","PRJNA664415",,,,,,,"Oceania",,
"SRR12673898","NZ_SD056",,,,,,,,,,,"New Zealand",,,"SAMN16218615","PRJNA664415",,,,,,,"Oceania",,
"SRR12673899","NZ_P0029",,,,,,,,,,,"New Zealand",,,"SAMN16218722","PRJNA664415",,,,,,,"Oceania",,
"SRR12673904","NZ_P0024",,,,,,,,,,,"New Zealand",,,"SAMN16218717","PRJNA664415",,,,,,,"Oceania",,
"SRR12673905","NZ_P0023",,,,,,,,,,,"New Zealand",,,"SAMN16218716","PRJNA664415",,,,,,,"Oceania",,
"SRR12673906","NZ_P0022",,,,,,,,,,,"New Zealand",,,"SAMN16218715","PRJNA664415",,,,,,,"Oceania",,
"SRR12673907","NZ_P0021",,,,,,,,,,,"New Zealand",,,"SAMN16218714","PRJNA664415",,,,,,,"Oceania",,
"SRR12673908","NZ_P0020",,,,,,,,,,,"New Zealand",,,"SAMN16218713","PRJNA664415",,,,,,,"Oceania",,
"SRR12673909","NZ_SE055",,,,,,,,,,,"New Zealand",,,"SAMN16218614","PRJNA664415",,,,,,,"Oceania",,
"SRR12673910","NZ_P0019",,,,,,,,,,,"New Zealand",,,"SAMN16218712","PRJNA664415",,,,,,,"Oceania",,
"SRR12673911","NZ_P0018",,,,,,,,,,,"New Zealand",,,"SAMN16218711","PRJNA664415",,,,,,,"Oceania",,
"SRR12673912","NZ_P0017",,,,,,,,,,,"New Zealand",,,"SAMN16218710","PRJNA664415",,,,,,,"Oceania",,
"SRR12674049","NZ_E0009",,,,,,,,,,,"New Zealand",,,"SAMN16219024","PRJNA664415",,,,,,,"Oceania",,
"SRR12674062","NZ_LL047",,,,,,,,,,,"New Zealand",,,"SAMN16219012","PRJNA664415",,,,,,,"Oceania",,
"SRR12674063","NZ_LL046",,,,,,,,,,,"New Zealand",,,"SAMN16219011","PRJNA664415",,,,,,,"Oceania",,
"SRR12674064","NZ_LL045",,,,,,,,,,,"New Zealand",,,"SAMN16219010","PRJNA664415",,,,,,,"Oceania",,
"SRR12674065","NZ_LL044",,,,,,,,,,,"New Zealand",,,"SAMN16219009","PRJNA664415",,,,,,,"Oceania",,
"SRR12674080","NZ_LL030",,,,,,,,,,,"New Zealand",,,"SAMN16218995","PRJNA664415",,,,,,,"Oceania",,
"SRR12674081","NZ_S0167",,,,,,,,,,,"New Zealand",,,"SAMN16218932","PRJNA664415",,,,,,,"Oceania",,
"SRR12674082","NZ_LL029",,,,,,,,,,,"New Zealand",,,"SAMN16218994","PRJNA664415",,,,,,,"Oceania",,
"SRR12674083","NZ_LL028",,,,,,,,,,,"New Zealand",,,"SAMN16218993","PRJNA664415",,,,,,,"Oceania",,
"SRR12674084","NZ_LL027",,,,,,,,,,,"New Zealand",,,"SAMN16218992","PRJNA664415",,,,,,,"Oceania",,
"SRR12674085","NZ_LL026",,,,,,,,,,,"New Zealand",,,"SAMN16218991","PRJNA664415",,,,,,,"Oceania",,
"SRR12674086","NZ_LL025",,,,,,,,,,,"New Zealand",,,"SAMN16218990","PRJNA664415",,,,,,,"Oceania",,
"SRR12674087","NZ_LL024",,,,,,,,,,,"New Zealand",,,"SAMN16218989","PRJNA664415",,,,,,,"Oceania",,
"SRR12674088","NZ_LL023",,,,,,,,,,,"New Zealand",,,"SAMN16218988","PRJNA664415",,,,,,,"Oceania",,
"SRR12674089","NZ_LL022",,,,,,,,,,,"New Zealand",,,"SAMN16218987","PRJNA664415",,,,,,,"Oceania",,
"SRR12674090","NZ_LL021",,,,,,,,,,,"New Zealand",,,"SAMN16218986","PRJNA664415",,,,,,,"Oceania",,
"SRR12674091","NZ_LL020",,,,,,,,,,,"New Zealand",,,"SAMN16218985","PRJNA664415",,,,,,,"Oceania",,
"SRR12674092","NZ_S0166",,,,,,,,,,,"New Zealand",,,"SAMN16218931","PRJNA664415",,,,,,,"Oceania",,
"SRR12674093","NZ_LL019",,,,,,,,,,,"New Zealand",,,"SAMN16218984","PRJNA664415",,,,,,,"Oceania",,
"SRR12674094","NZ_LL018",,,,,,,,,,,"New Zealand",,,"SAMN16218983","PRJNA664415",,,,,,,"Oceania",,
"SRR12674095","NZ_LL017",,,,,,,,,,,"New Zealand",,,"SAMN16218982","PRJNA664415",,,,,,,"Oceania",,
"SRR12674096","NZ_LL016",,,,,,,,,,,"New Zealand",,,"SAMN16218981","PRJNA664415",,,,,,,"Oceania",,
"SRR12674097","NZ_LL015",,,,,,,,,,,"New Zealand",,,"SAMN16218980","PRJNA664415",,,,,,,"Oceania",,
"SRR12674098","NZ_LL014",,,,,,,,,,,"New Zealand",,,"SAMN16218979","PRJNA664415",,,,,,,"Oceania",,
"SRR12674099","NZ_LL013",,,,,,,,,,,"New Zealand",,,"SAMN16218978","PRJNA664415",,,,,,,"Oceania",,
"SRR12674100","NZ_LL012",,,,,,,,,,,"New Zealand",,,"SAMN16218977","PRJNA664415",,,,,,,"Oceania",,
"SRR12674101","NZ_LL011",,,,,,,,,,,"New Zealand",,,"SAMN16218976","PRJNA664415",,,,,,,"Oceania",,
"SRR12674102","NZ_LL010",,,,,,,,,,,"New Zealand",,,"SAMN16218975","PRJNA664415",,,,,,,"Oceania",,
"SRR12674103","NZ_S0165",,,,,,,,,,,"New Zealand",,,"SAMN16218930","PRJNA664415",,,,,,,"Oceania",,
"SRR12674104","NZ_LL009",,,,,,,,,,,"New Zealand",,,"SAMN16218974","PRJNA664415",,,,,,,"Oceania",,
"SRR12674105","NZ_LL008",,,,,,,,,,,"New Zealand",,,"SAMN16218973","PRJNA664415",,,,,,,"Oceania",,
"SRR12674106","NZ_LL007",,,,,,,,,,,"New Zealand",,,"SAMN16218972","PRJNA664415",,,,,,,"Oceania",,
"SRR12674107","NZ_LL006",,,,,,,,,,,"New Zealand",,,"SAMN16218971","PRJNA664415",,,,,,,"Oceania",,
"SRR12674108","NZ_LL005",,,,,,,,,,,"New Zealand",,,"SAMN16218970","PRJNA664415",,,,,,,"Oceania",,
"SRR12674109","NZ_LL004",,,,,,,,,,,"New Zealand",,,"SAMN16218969","PRJNA664415",,,,,,,"Oceania",,
